constructorResultsId,raceId,constructorId,points,status
3407,314,3,10,\N
3442,316,3,10,\N
3443,316,1,9,\N
3444,316,6,4,\N
3461,317,1,6,\N
3497,319,6,3,\N
3512,320,1,7,\N
3515,320,6,0.5,\N
3531,321,3,4,\N
3568,323,1,6,\N
3570,323,6,3,\N
3586,324,1,13,\N
3593,324,6,0,\N
3643,327,6,9,\N
3645,327,1,6,\N
3647,327,3,1,\N
3662,328,6,9,\N
3711,330,6,0,\N
3719,331,1,13,\N
3720,331,6,6,\N
3737,332,1,13,\N
3773,334,6,15,\N
3775,334,3,5,\N
3782,334,1,0,\N
3808,336,6,10,\N
3827,1,3,3,\N
3837,2,1,1,\N
3839,2,6,0,\N
3849,3,6,0,\N
3852,3,3,0,\N
3854,4,9,8,\N
3856,4,1,5,\N
3866,5,6,3,\N
3875,6,9,4,\N
3876,6,3,3,\N
3882,6,1,0,\N
3887,7,6,3,\N
3901,8,1,0,\N
3903,9,9,18,\N
3904,9,6,6,\N
3925,11,6,6,\N
3926,11,3,4,\N
3929,11,9,0,\N
3935,12,9,6,\N
3953,14,1,12,\N
3956,14,9,5,\N
3959,14,3,0,\N
3960,14,6,0,\N
3975,16,1,6,\N
3983,356,6,9,\N
3984,356,1,6,\N
3994,356,3,0,\N
4005,357,3,3,\N
4055,359,6,0,\N
4063,360,1,9,\N
4083,361,3,15,\N
4087,361,1,0,\N
4124,363,6,6,\N
4130,363,3,0,\N
4143,364,1,15,\N
4183,366,1,15,\N
4203,367,1,9,\N
4223,368,6,9,\N
4244,369,6,6,\N
4246,369,3,2,\N
4271,370,6,0,\N
4283,371,3,13,\N
4293,371,6,0,\N
4294,371,1,0,\N
4340,374,6,10,\N
4343,374,3,1,\N
4357,375,1,15,\N
4375,376,1,15,\N
4411,378,1,15,\N
4412,378,6,7,\N
4424,378,3,0,\N
4430,379,3,6,\N
4469,381,3,1,\N
4483,382,1,15,\N
4487,382,3,0,\N
4496,382,6,0,\N
4538,385,3,8,\N
4540,385,6,1,\N
4591,388,1,13,\N
4592,388,3,7,\N
4604,389,3,9,\N
4606,389,6,4,\N
4607,389,1,3,\N
4619,390,1,15,\N
4652,392,6,3,\N
4664,393,3,15,\N
4679,394,3,15,\N
4709,396,3,9,\N
4711,396,1,4,\N
4723,396,6,0,\N
4735,397,6,0,\N
4757,399,3,4,\N
4769,400,3,12,\N
4770,400,1,10,\N
4796,401,6,0,\N
4814,403,6,15,\N
4824,403,1,0,\N
4829,404,3,9,\N
4836,404,6,0,\N
4844,405,1,7,\N
4870,407,3,3,\N
4873,407,6,0,\N
4895,409,1,9,\N
4909,410,1,4,\N
4920,411,3,13,\N
4933,412,3,15,\N
4949,413,1,3,\N
4961,414,6,3,\N
4968,414,1,0,\N
4972,415,1,9,\N
4980,415,3,0,\N
5002,417,6,3,\N
5016,418,3,5,\N
5022,418,6,0,\N
5026,419,1,9,\N
5039,420,1,9,\N
5071,422,1,3,\N
5072,422,3,2,\N
5073,422,6,1,\N
5084,423,6,6,\N
5120,425,1,0,\N
5126,426,3,6,\N
5140,427,1,9,\N
5155,428,6,9,\N
5172,429,6,7,\N
5182,429,3,0,\N
5188,430,3,1,\N
5217,432,1,4,\N
5230,433,3,13,\N
5238,433,6,0,\N
5257,435,3,9,\N
5260,435,6,2,\N
5281,436,6,0,\N
5286,437,1,15,\N
5296,437,3,0,\N
5313,438,1,0,\N
5334,440,6,3,\N
5335,440,3,1,\N
5348,441,6,2.5,\N
5349,441,3,1.5,\N
5391,444,3,12,\N
5392,444,6,6,\N
5397,444,1,0,\N
5406,445,1,9,\N
5448,447,3,0,\N
5451,448,1,15,\N
5456,448,3,0,\N
5467,449,6,6,\N
5496,451,6,3,\N
5503,451,3,0,\N
5509,452,1,4,\N
5524,453,6,4,\N
5553,455,6,13,\N
5555,455,3,3,\N
5556,455,1,2,\N
5584,457,6,6,\N
5609,458,6,0,\N
5615,459,1,1,\N
5631,460,1,1,\N
5648,461,3,1,\N
5663,462,1,1,\N
5665,462,3,0,\N
5675,463,6,15,\N
5692,464,6,9,\N
5726,466,3,2,\N
5731,466,1,0,\N
5747,467,6,0,\N
5772,469,3,6,\N
5777,469,6,0,\N
5795,471,1,9,\N
5829,473,1,9,\N
5832,473,3,5,\N
5846,474,1,4,\N
5850,474,3,0,\N
5861,475,6,9,\N
5897,477,3,2,\N
5899,477,1,0,\N
5911,478,6,9,\N
5931,479,6,3,\N
5947,480,1,4,\N
5964,481,1,3,\N
5968,481,3,0,\N
5996,483,3,15,\N
6010,483,1,0,\N
6029,485,3,9,\N
6034,485,1,0,\N
6037,485,6,0,\N
6078,488,6,12,\N
6085,488,1,0,\N
6097,489,1,4,\N
6098,489,3,3,\N
6115,490,6,2,\N
6155,492,3,0,\N
6167,493,1,1,\N
6169,493,6,0,\N
6201,495,1,0,\N
6214,496,1,6,\N
6215,496,6,4,\N
6221,496,3,0,\N
6236,497,1,0,\N
6273,499,6,0,\N
6280,500,3,2,\N
6295,501,1,3,\N
6322,503,3,9,\N
6326,503,6,2,\N
6337,504,3,10,\N
6341,504,1,0,\N
6355,505,1,1,\N
6381,507,3,10,\N
6385,507,1,0,\N
6409,509,3,10,\N
6424,510,1,3,\N
6425,510,6,2,\N
6442,511,6,0,\N
6443,511,1,0,\N
13701,512,6,0,\N
6486,514,1,0,\N
13717,515,1,0,\N
13708,515,6,15,\N
13731,516,1,0,\N
13756,518,6,9,\N
13777,519,1,0,\N
13772,519,6,6,\N
13820,521,1,2,\N
6605,522,6,9,\N
6609,522,1,0,\N
13848,524,3,4,\N
13865,525,6,9,\N
13881,526,6,9,\N
13400,527,3,0,\N
13392,527,1,3,\N
13415,528,1,0,\N
13446,530,3,0,\N
13441,530,6,9,\N
13468,531,3,0,\N
13464,531,6,0,\N
13524,534,3,0,\N
13521,534,6,0,\N
13539,535,6,0,\N
13533,535,3,2,\N
13587,538,1,0,\N
13582,538,6,4,\N
13602,539,1,0,\N
13623,540,3,0,\N
13653,542,3,0,\N
13652,542,1,0,\N
13647,542,6,9,\N
13138,543,6,4,\N
13188,547,6,6,\N
13205,548,1,3,\N
13218,549,6,6,\N
13235,550,6,4,\N
13283,553,6,9,\N
13299,554,6,6,\N
13312,555,6,9,\N
13332,556,1,3,\N
13378,559,6,6,\N
12910,561,6,9,\N
12941,563,6,6,\N
12940,563,1,9,\N
12961,564,1,1,\N
12957,564,6,9,\N
12976,565,1,2,\N
12991,566,1,2,\N
13052,570,1,3,\N
13064,571,6,6,\N
13096,573,6,1,\N
13107,574,1,9,\N
12557,576,1,9,\N
12579,577,3,0,\N
12573,577,1,6,\N
12597,578,3,0,\N
12619,580,6,9,\N
12639,581,1,0,\N
12783,582,3,0,\N
12800,583,1,0,\N
12861,587,3,0,\N
12855,587,6,0.5,\N
12853,587,1,1.5,\N
12347,590,6,6,\N
12393,594,1,9,\N
12412,595,1,2,\N
12437,597,1,4,\N
12451,598,6,6,\N
12490,600,1,0,\N
12500,601,6,2,\N
12498,601,1,6,\N
12519,602,6,0,\N
12177,605,6,3,\N
12033,606,6,3,\N
12032,606,1,4,\N
12209,609,1,0,\N
12262,612,6,2,\N
12276,613,6,0,\N
12294,615,1,4,\N
12308,616,1,0,\N
12050,620,1,6,\N
12060,621,6,3,\N
12080,623,1,2,\N
12077,623,6,6,\N
12125,627,6,9,\N
12148,629,1,4,\N
12159,630,6,2,\N
